date,share_code,issuer_name,investor_name,investor_classification,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,PT ALFA VERITAS ENERGIZER,Corporate,L,,INDONESIA,150400000,0,150400000,1.07
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,PT EKON PRIMA,Corporate,L,,INDONESIA,0,1260000000,1260000000,8.99
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,VITA MAGNA TRINITA,Corporate,L,,INDONESIA,3360000000,0,3360000000,23.98
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,CAKRA UNIVERSAL PERSADA,Corporate,L,,INDONESIA,2940000000,0,2940000000,20.98
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,ZEDRA TRUST COMPANY (SINGAPORE) LTD AS TRUSTEE OF UNITY GROWTH FUND,Corporate,F,,SINGAPORE,384934400,0,384934400,2.75
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,PROVIDENTIA WEALTH ADVISORY LTD,Investment Manager,F,,SINGAPORE,487000000,0,487000000,3.48
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,DRA HETTY SOETIKNO,Individual,L,INDONESIAN,INDONESIA,2940000000,0,2940000000,20.98
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,EXECUTIVE GROWTH FUND,Mutual Funds,F,,SINGAPORE,564670800,0,564670800,4.03
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,FIDELITY FUNDS,Mutual Funds,F,,LUXEMBOURG,160271400,0,160271400,1.14
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,DANA PENSIUN LEMBAGA KEUANGAN AIA FINANCIAL,Pension Funds,L,,INDONESIA,159500000,0,159500000,1.14
30-Jun-2026,MDLA,MEDELA POTENTIA Tbk,CITIBANK NEW YORK S/A INTERNATIONAL FINANCE CORPORATION,Investment Manager,F,,UNITED STATES,1050000000,0,1050000000,7.49
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,PT HONORIS CORPORINDO PRATAMA,Corporate,L,,INDONESIA,1647364426,0,1647364426,13.14
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,PT MODERNLAND REALTY TBK,Corporate,L,,INDONESIA,585750900,0,585750900,4.67
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,PT. AMAN LANGGENG SENTOSA,Corporate,L,,INDONESIA,152586000,0,152586000,1.22
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,PT BUMI PERKASA PERMAI,Corporate,L,,INDONESIA,301308585,0,301308585,2.4
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,WELL GAIN FINANCE LIMITED,Corporate,F,,"VIRGIN ISLANDS, BRITISH",227932710,0,227932710,1.82
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,AA LAND PTE LTD,Corporate,F,,SINGAPORE,932515721,0,932515721,7.44
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,FU DONG INVESTMENT LIMITED,Corporate,F,,"VIRGIN ISLANDS, BRITISH",257500000,0,257500000,2.05
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,"ROSEWOOD STRATEGIC INVESTMENT, PTE. LTD.",Private Equity,F,,SINGAPORE,193574400,0,193574400,1.54
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,Private Bank,F,,SINGAPORE,825600100,0,825600100,6.59
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,RICHARD,Individual,L,INDONESIAN,INDONESIA,140865400,0,140865400,1.12
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,SIWIE HONORIS,Individual,L,INDONESIAN,INDONESIA,185876668,0,185876668,1.48
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,IDA BAGUS GEDE SASRA BHANUTAMA,Individual,L,INDONESIAN,INDONESIA,139075800,0,139075800,1.11
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,HAIYANTO,Individual,L,INDONESIAN,INDONESIA,1216996800,0,1216996800,9.71
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,MANOJ PITAMBER NANWANI,Individual,L,INDONESIAN,INDONESIA,222357300,0,222357300,1.77
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,KOPERASI SIMPAN PINJAM JASA,Corporate,L,,INDONESIA,144578000,0,144578000,1.15
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,CASTLE CAPITAL HOLDINGS INC,Corporate,F,,BRITISH INDIAN OCEAN TERRITORY,541516356,0,541516356,4.32
30-Jun-2026,MDLN,MODERNLAND REALTY Tbk,"PANIN SEKURITAS Tbk, PT",Securities Company,L,,INDONESIA,1973046620,0,1973046620,15.74
30-Jun-2026,MDRN,MODERN INTERNASIONAL Tbk,"BUKIT HEDAMA PERMAI, PT",Corporate,L,,INDONESIA,1305147327,303299100,1608446427,21.07
30-Jun-2026,MDRN,MODERN INTERNASIONAL Tbk,ASIALINK ELECTRONICS PTE LTD,Corporate,F,,SWITZERLAND,602931700,0,602931700,7.9
30-Jun-2026,MDRN,MODERN INTERNASIONAL Tbk,CIMB PRIVATE EQUITY SDN BHD,Private Equity,F,,MALAYSIA,473640818,0,473640818,6.21
30-Jun-2026,MDRN,MODERN INTERNASIONAL Tbk,SUNGKONO HONORIS,Individual,L,INDONESIAN,INDONESIA,2689080200,0,2689080200,35.23
30-Jun-2026,MDRN,MODERN INTERNASIONAL Tbk,SUNARTO CHANDRA,Individual,L,INDONESIAN,INDONESIA,82565100,0,82565100,1.08
30-Jun-2026,MDRN,MODERN INTERNASIONAL Tbk,INTI PUTRAMODERN,,,,,0,344187500,344187500,4.51
30-Jun-2026,MDRN,MODERN INTERNASIONAL Tbk,REKSA DANA MINNA PADI PROPERTY PLUS,Mutual Funds,L,,INDONESIA,143294152,0,143294152,1.88
30-Jun-2026,MEDC,MEDCO ENERGI INTERNASIONAL Tbk,PT MEDCO ENERGI INTERNASIONAL TBK,Corporate,L,,INDONESIA,409295578,0,409295578,1.63
30-Jun-2026,MEDC,MEDCO ENERGI INTERNASIONAL Tbk,PT KEMILAU INVESTAMA MAKMUR,Corporate,L,,INDONESIA,713329549,0,713329549,2.84
30-Jun-2026,MEDC,MEDCO ENERGI INTERNASIONAL Tbk,PT. MEDCO DAYA ABADI LESTARI,Corporate,L,,INDONESIA,12944140124,0,12944140124,51.5
30-Jun-2026,MEDC,MEDCO ENERGI INTERNASIONAL Tbk,DIAMOND BRIDGE PTE LTD,Private Equity,F,,SINGAPORE,5395205771,0,5395205771,21.46
30-Jun-2026,MEDC,MEDCO ENERGI INTERNASIONAL Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,State Owned Enterprises,L,,INDONESIA,254913800,0,254913800,1.01
30-Jun-2026,MEDC,MEDCO ENERGI INTERNASIONAL Tbk,PT. PRUDENTIAL LIFE ASSURANCE,Insurance,L,,INDONESIA,267581366,0,267581366,1.06
30-Jun-2026,MEDS,HETZER MEDICAL INDONESIA Tbk,PT INTAN SAKTI WIRATAMA,Corporate,L,,INDONESIA,46478600,0,46478600,2.97
30-Jun-2026,MEDS,HETZER MEDICAL INDONESIA Tbk,PT YOVANDO KARYA MEDIKA,Corporate,L,,INDONESIA,50000000,0,50000000,3.2
30-Jun-2026,MEDS,HETZER MEDICAL INDONESIA Tbk,PT JESIVINDO JUVATAMA,Corporate,L,,INDONESIA,15760500,0,15760500,1.01
30-Jun-2026,MEDS,HETZER MEDICAL INDONESIA Tbk,JEMMY KURNIAWAN,Individual,L,INDONESIAN,INDONESIA,889570900,0,889570900,56.93
30-Jun-2026,MEDS,HETZER MEDICAL INDONESIA Tbk,PEGGY YOVIES,Individual,L,INDONESIAN,INDONESIA,34368000,0,34368000,2.2
30-Jun-2026,MEDS,HETZER MEDICAL INDONESIA Tbk,GHO JHONY GOZALY,Individual,L,INDONESIAN,INDONESIA,23355400,0,23355400,1.49
30-Jun-2026,MEGA,BANK MEGA Tbk,INDOFOOD CBP SUKSES MAKMUR Tbk,Corporate,L,,INDONESIA,711197946,0,711197946,3.03
30-Jun-2026,MEGA,BANK MEGA Tbk,PT. Prima Visualindo,Corporate,L,,INDONESIA,1149212192,0,1149212192,4.89
30-Jun-2026,MEGA,BANK MEGA Tbk,PT MEGAH ERARAHARJA,Corporate,L,,INDONESIA,1078810894,0,1078810894,4.59
30-Jun-2026,MEGA,BANK MEGA Tbk,INDOFOOD SUKSES MAKMUR TBK,Corporate,L,,INDONESIA,1007269590,0,1007269590,4.29
30-Jun-2026,MEGA,BANK MEGA Tbk,PT. SALIM CHEMICALS CORPORA,Corporate,L,,INDONESIA,396436114,0,396436114,1.69
30-Jun-2026,MEGA,BANK MEGA Tbk,PT LINTAS SEJAHTERA LANGGENG,Corporate,L,,INDONESIA,1057935164,0,1057935164,4.51
30-Jun-2026,MEGA,BANK MEGA Tbk,PT INSAN ASIA NUSANTARA,Corporate,L,,INDONESIA,993399206,0,993399206,4.23
30-Jun-2026,MEGA,BANK MEGA Tbk,PT MEGA CORPORA,Firm,L,,INDONESIA,13624447228,0,13624447228,58.02
30-Jun-2026,MEGA,BANK MEGA Tbk,WINDSOR INVESTMENT FUND LIMITED,Private Equity,F,,VANUATU,266149300,0,266149300,1.13
30-Jun-2026,MEGA,BANK MEGA Tbk,CHEMINVEST LIMITED,Corporate,F,,"VIRGIN ISLANDS, BRITISH",755966772,0,755966772,3.22
30-Jun-2026,MEGA,BANK MEGA Tbk,PT Indolife Pensiontama,Insurance,L,,INDONESIA,1148371842,0,1148371842,4.89
30-Jun-2026,MEGA,BANK MEGA Tbk,PT ASURANSI CENTRAL ASIA,Insurance,L,,INDONESIA,941450670,0,941450670,4.01
30-Jun-2026,MEJA,HARTA DJAYA KARYA Tbk,"HASKOJAYA ABADI,PT",Corporate,L,,INDONESIA,27315800,0,27315800,1.05
30-Jun-2026,MEJA,HARTA DJAYA KARYA Tbk,PT TRIPLE BERSAMA BERKAH,Corporate,L,,INDONESIA,1025319283,0,1025319283,39.31
30-Jun-2026,MEJA,HARTA DJAYA KARYA Tbk,DONNY HARTANTO,Individual,L,INDONESIAN,INDONESIA,89757765,0,89757765,3.44
30-Jun-2026,MEJA,HARTA DJAYA KARYA Tbk,EVAN ISKANDAR,Individual,L,INDONESIAN,INDONESIA,27698066,0,27698066,1.06
30-Jun-2026,MEJA,HARTA DJAYA KARYA Tbk,MARIA CHRISTINA S,Individual,L,INDONESIAN,INDONESIA,29292900,0,29292900,1.12
30-Jun-2026,MEJA,HARTA DJAYA KARYA Tbk,SUPIAN,Individual,L,INDONESIAN,INDONESIA,26773083,0,26773083,1.03
30-Jun-2026,MEJA,HARTA DJAYA KARYA Tbk,WILLIAM FEBRIAN ADIANTO,Individual,L,INDONESIAN,INDONESIA,36776333,0,36776333,1.41
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,PT KALIMANTAN INDAH KEDEPAN,Corporate,L,,INDONESIA,30872300,0,30872300,2.15
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,PT. NEGARA MAJU MAKMUR,Corporate,L,,INDONESIA,63038700,0,63038700,4.4
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,JORA NILAM JUDGE,Individual,L,INDONESIAN,INDONESIA,263500000,0,263500000,18.37
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,LINA JONI,Individual,L,INDONESIAN,INDONESIA,28000000,0,28000000,1.95
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,ARIEF SENTOSA,Individual,L,INDONESIAN,INDONESIA,20000000,0,20000000,1.39
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,DARVIN WIJAYA SUTANTO,Individual,L,INDONESIAN,INDONESIA,19800000,0,19800000,1.38
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,MUHAMAD SAMSUL ARIF,Individual,L,INDONESIAN,INDONESIA,14724500,0,14724500,1.03
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,DJONI,Individual,L,INDONESIAN,INDONESIA,70000000,0,70000000,4.88
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,LAURA JONI,Individual,L,INDONESIAN,INDONESIA,26500000,0,26500000,1.85
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,STEVEN,Individual,L,INDONESIAN,INDONESIA,30000000,0,30000000,2.09
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,ROBETH.J,Individual,L,INDONESIAN,INDONESIA,32975600,0,32975600,2.3
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,YENNY OVIANTI,Individual,L,INDONESIAN,INDONESIA,23500000,0,23500000,1.64
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,MICHAEL ANDY SUSANTO,Individual,L,INDONESIAN,INDONESIA,23000000,0,23000000,1.6
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,LORETTA JONI,Individual,L,INDONESIAN,INDONESIA,25000000,0,25000000,1.74
30-Jun-2026,MENN,MENN TEKNOLOGI INDONESIA Tbk,FLORENSIA KARTINI TEDJA,Individual,F,US,UNITED STATES,19500000,0,19500000,1.36
30-Jun-2026,MERI,MERRY RIANA EDUKASI Tbk,PT MERRY RIANA INDONESIA,Corporate,L,,,0,599999920,599999920,57.96
30-Jun-2026,MERI,MERRY RIANA EDUKASI Tbk,"TANCORP INVESTAMA MULIA, PT",Corporate,L,,INDONESIA,0,200000000,200000000,19.32
30-Jun-2026,MERK,MERCK Tbk,EMEDIA EXPORT COMPANY MBH,Firm,F,,GERMANY,56711920,0,56711920,12.66
30-Jun-2026,MERK,MERCK Tbk,CACEIS BANK/NON TREATY UCITS CLIENTS,Bank,F,,FRANCE,5335900,0,5335900,1.19
30-Jun-2026,MERK,MERCK Tbk,THERESIA SETYOWATI SUROSO,Individual,L,INDONESIAN,INDONESIA,11220000,0,11220000,2.5
30-Jun-2026,MERK,MERCK Tbk,MERCK HOLDING GMBH,,,,,0,331483000,331483000,73.99
30-Jun-2026,MERK,MERCK Tbk,CITIBANK NEW YORK S/A RAINBOW FUND LP,Partnership,F,,UNITED STATES,9668900,0,9668900,2.16
30-Jun-2026,META,NUSANTARA INFRASTRUCTURE Tbk,PT NUSANTARA INFRASTRUCTURE TBK - CPD010982852331,Corporate,L,,INDONESIA,385455000,0,385455000,2.18
30-Jun-2026,META,NUSANTARA INFRASTRUCTURE Tbk,PT METRO PACIFIC TOLLWAYS INDONESIA SERVICES,Corporate,L,,INDONESIA,17204056874,0,17204056874,97.14
30-Jun-2026,MFMI,MULTIFILING MITRA INDONESIA Tbk,IRON MOUNTAIN HONG KONG LIMITED,Investment Advisors,F,,HONG KONG,752632700,0,752632700,99.35
30-Jun-2026,MGLV,PANCA ANUGRAH WISESA Tbk,NEXTIER DATAMATE CENTER PT,Corporate,L,,INDONESIA,1500000000,0,1500000000,78.74
30-Jun-2026,MGLV,PANCA ANUGRAH WISESA Tbk,MANDALA TIMUR INVESRINDO PT,Corporate,L,,INDONESIA,32000000,0,32000000,1.68
30-Jun-2026,MGLV,PANCA ANUGRAH WISESA Tbk,ANDROMEDA TECHNOLOGY INVESTAMA PT,Corporate,L,,INDONESIA,48000000,0,48000000,2.52
30-Jun-2026,MGLV,PANCA ANUGRAH WISESA Tbk,CELERA MAKMOER INDONESIA PT,Corporate,L,,INDONESIA,42000000,0,42000000,2.2
30-Jun-2026,MGLV,PANCA ANUGRAH WISESA Tbk,"TRINUGRAHA THOHIR HARMONI, PT",Corporate,L,,INDONESIA,92500000,0,92500000,4.86
30-Jun-2026,MGLV,PANCA ANUGRAH WISESA Tbk,CITIBANK N.A.,Private Bank,F,,SINGAPORE,33500000,0,33500000,1.76
30-Jun-2026,MGLV,PANCA ANUGRAH WISESA Tbk,BANK OF SINGAPORE LIMITED,Private Bank,F,,SINGAPORE,33500000,0,33500000,1.76
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT. VICTORIA INVESTAMA Tbk,Brokerage Firms,L,,INDONESIA,49013600,0,49013600,1.44
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT. REGIS PRATAMA INDONESIA,Corporate,L,,INDONESIA,48000000,0,48000000,1.41
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT Surya Cakra Multi Sarana,Corporate,L,,INDONESIA,36000000,0,36000000,1.06
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT. BINTANG MITRA SEMESTARAYA TBK,Corporate,L,,INDONESIA,48070000,0,48070000,1.41
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT. Askar Pelangi Abadi,Corporate,L,,INDONESIA,42500000,0,42500000,1.25
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT Bhuwanatala Indah Permai Tbk,Corporate,L,,INDONESIA,2394283423,0,2394283423,70.19
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT Dwimagna Kapital Indonesia,Corporate,L,,INDONESIA,42681300,0,42681300,1.25
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT Prolestari Megapersada,Corporate,L,,INDONESIA,47500000,0,47500000,1.39
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,Sutan Agri Resources Pte Ltd,Corporate,F,,SINGAPORE,170000000,0,170000000,4.98
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,SAFIRE CAPITAL PTE.LTD.,Corporate,F,,SINGAPORE,180000000,0,180000000,5.28
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,SUZANNA TANOJO,Individual,L,INDONESIAN,INDONESIA,49810000,0,49810000,1.46
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,REKSA DANA PACIFIC EQUITY GROWTH FUND,Mutual Funds,L,,INDONESIA,60000000,0,60000000,1.76
30-Jun-2026,MGNA,MAGNA INVESTAMA MANDIRI Tbk,PT GMT INVESTAMA MANDIRI,Investment Advisors,L,,INDONESIA,70500000,0,70500000,2.07
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,PT MAHKOTA GLOBAL INVESTAMA,Corporate,L,,INDONESIA,2004749900,0,2004749900,56.4
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,PT. MAHKOTA GROUP,Corporate,L,,INDONESIA,63871300,0,63871300,1.8
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,MGI INTERNATIONAL HOLDINGS LTD,Corporate,F,,"VIRGIN ISLANDS, BRITISH",810000000,0,810000000,22.79
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,TONY,Individual,L,INDONESIAN,INDONESIA,86040700,0,86040700,2.42
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,"SURIYANTI, B.Sc",Individual,L,INDONESIAN,INDONESIA,47483400,0,47483400,1.34
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,JEO SOK CHING,Individual,L,INDONESIAN,INDONESIA,36937000,0,36937000,1.04
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,YOSIN ANGGUSTI,Individual,L,INDONESIAN,INDONESIA,37053400,0,37053400,1.04
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,"Wee Zhen Ting, Jaslin",Individual,F,SINGAPOREAN,SINGAPORE,47581200,0,47581200,1.34
30-Jun-2026,MGRO,MAHKOTA GROUP Tbk,MAYBANK SECURITIES PTE LTD,Brokerage Firms,F,,SINGAPORE,176000000,0,176000000,4.95
30-Jun-2026,MHKI,MULTI HANNA KREASINDO Tbk,PT. MULTI HANNA SINERGITAMA,Corporate,L,,INDONESIA,2947500000,0,2947500000,78.6
30-Jun-2026,MHKI,MULTI HANNA KREASINDO Tbk,SHAHABUDDIN,Individual,L,INDONESIAN,INDONESIA,49500000,0,49500000,1.32
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,PT. HOKI INVESTASI SEJATI,Corporate,L,,INDONESIA,39546900,0,39546900,6.59
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,UOB KAY HIAN CREDIT PTE LTD A/C PT BUANA GRAHA UTAMA,Corporate,L,,INDONESIA,290438118,0,290438118,48.41
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,WELL GAIN FINANCE LIMITED,Corporate,F,,"VIRGIN ISLANDS, BRITISH",23444400,0,23444400,3.91
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,PIGEON CORPORATION,Corporate,F,,JAPAN,11000000,0,11000000,1.83
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,MASCOT RESOURCES LIMITED,Firm,F,,"VIRGIN ISLANDS, BRITISH",23444468,0,23444468,3.91
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,FU DONG INVESTMENT LIMITED,Corporate,F,,"VIRGIN ISLANDS, BRITISH",23444468,0,23444468,3.91
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,LUNTUNGAN HONORIS,Individual,L,INDONESIAN,,12500000,0,12500000,2.08
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,SUKARTO BUJUNG,Individual,L,INDONESIAN,INDONESIA,69254400,0,69254400,11.54
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,CASTLE CAPITAL HOLDINGS INC,Corporate,F,,BRITISH INDIAN OCEAN TERRITORY,23444400,0,23444400,3.91
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,UOB KAY HIAN PTE LTD,Securities Company,F,,SINGAPORE,18384500,0,18384500,3.06
30-Jun-2026,MICE,MULTI INDOCITRA Tbk,MAYBANK SECURITIES PTE. LTD.,Investment Manager,F,,SINGAPORE,12876600,0,12876600,2.15
30-Jun-2026,MIDI,MIDI UTAMA INDONESIA Tbk,"SUMBER ALFARIA TRIJAYA, TBK",Corporate,L,,INDONESIA,25775473000,0,25775473000,77.09
30-Jun-2026,MIDI,MIDI UTAMA INDONESIA Tbk,ARISAIG ASIA FUND LIMITED,Investment Fund Selling Agent,F,,"VIRGIN ISLANDS, BRITISH",336172300,0,336172300,1.01
30-Jun-2026,MIDI,MIDI UTAMA INDONESIA Tbk,PT. PRUDENTIAL LIFE ASSURANCE,Insurance,L,,INDONESIA,439936194,0,439936194,1.32
30-Jun-2026,MIDI,MIDI UTAMA INDONESIA Tbk,GOVERNMENT OF NORWAY,Sovereign Wealth Fund,F,,NORWAY,402767800,0,402767800,1.2
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,PT LADANG IRA PANEN,Corporate,L,,INDONESIA,503562400,0,503562400,3.62
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,PT BINA ARTA CHARISMA,Private Bank,L,,INDONESIA,475394800,0,475394800,3.42
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,PT KREASI INOVASI PROSANA,Firm,L,,INDONESIA,157100000,0,157100000,1.13
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,PT GIRA SOLE PRIMA,Corporate,L,,INDONESIA,503870300,0,503870300,3.62
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,PT DIPTANALA BAHANA,Corporate,L,,INDONESIA,481250300,0,481250300,3.46
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,PT LUCASTA MURNING CEMERLANG,Private Equity,L,,INDONESIA,453060000,0,453060000,3.26
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,PT GRIYA INSANI CAKRA SADAYA,Firm,L,,INDONESIA,8991740800,0,8991740800,64.65
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,RUSTIYAN OEN,Individual,L,INDONESIAN,INDONESIA,181661600,0,181661600,1.31
30-Jun-2026,MIKA,MITRA KELUARGA KARYASEHAT Tbk,GOVERNMENT OF NORWAY,Sovereign Wealth Fund,F,,NORWAY,326356500,0,326356500,2.35
30-Jun-2026,MINA,SANURHASTA MITRA Tbk,PT SENTOSA BERSAMA MITRA,Corporate,L,,INDONESIA,127729400,0,127729400,1.3
30-Jun-2026,MINA,SANURHASTA MITRA Tbk,PT. BERLIAN TAMBANG INDONESIA,Corporate,L,,INDONESIA,109160800,0,109160800,1.11
30-Jun-2026,MINA,SANURHASTA MITRA Tbk,PT TIRTA ORISA YASA,Corporate,L,,INDONESIA,3000000000,0,3000000000,30.48
30-Jun-2026,MINA,SANURHASTA MITRA Tbk,PT TATA TIRTA DATUN,Corporate,L,,INDONESIA,240000000,0,240000000,2.44
30-Jun-2026,MINA,SANURHASTA MITRA Tbk,DJONI,Individual,L,INDONESIAN,INDONESIA,525000000,0,525000000,5.33
30-Jun-2026,MINA,SANURHASTA MITRA Tbk,HAPSORO,Individual,L,INDONESIAN,INDONESIA,1937224659,0,1937224659,19.68
30-Jun-2026,MINA,SANURHASTA MITRA Tbk,FIRMANSYAH THEJA,Individual,L,INDONESIAN,INDONESIA,201626800,0,201626800,2.05
30-Jun-2026,MINE,SINAR TERANG MANDIRI Tbk,PT. HARIMAS TUNGGAL PERKASA,Corporate,L,,INDONESIA,58107800,0,58107800,1.42
30-Jun-2026,MINE,SINAR TERANG MANDIRI Tbk,PT MITRA BERKARYA SUKSES SELALU,Corporate,L,,INDONESIA,3300000000,0,3300000000,80.79
30-Jun-2026,MINE,SINAR TERANG MANDIRI Tbk,BORNEO PRIMA PTE.LTD.,Corporate,F,,SINGAPORE,116919300,0,116919300,2.86
30-Jun-2026,MINE,SINAR TERANG MANDIRI Tbk,ARABELLA ENGELITA SUMENDAP,Individual,L,INDONESIAN,INDONESIA,75551400,0,75551400,1.85
30-Jun-2026,MINE,SINAR TERANG MANDIRI Tbk,SINJO JEFRY SUMENDAP,Individual,L,INDONESIAN,INDONESIA,172899000,0,172899000,4.23
30-Jun-2026,MINE,SINAR TERANG MANDIRI Tbk,CLARISSA BLANDINA SUMENDAP,Individual,L,INDONESIAN,INDONESIA,75551400,0,75551400,1.85
30-Jun-2026,MINE,SINAR TERANG MANDIRI Tbk,WESTGATE INVESTMENTS FUND,Mutual Funds,F,,SINGAPORE,59285895,0,59285895,1.45
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,"BENNY SETIAMIHARDJA, SE",Individual,L,,,85000000,0,85000000,2.15
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,"GUNUNG SINAR BERLIAN, PT",Corporate,L,,INDONESIA,116049300,0,116049300,2.93
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,PT. GANDA KARYA MAKMUR,Corporate,L,,INDONESIA,195000000,0,195000000,4.92
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,PT. MITRA MURNI EXPRESSINDO,Corporate,L,,INDONESIA,229491667,0,229491667,5.79
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,PT MEGA ALVITA,Corporate,L,,INDONESIA,146074200,0,146074200,3.69
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,PT FAC INTI INDONESIA,Corporate,L,,INDONESIA,102499000,0,102499000,2.59
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,"HALIM MITRADANA INTERNASIONAL, PT",Corporate,L,,INDONESIA,92507500,0,92507500,2.34
30-Jun-2026,MIRA,MITRA INTERNATIONAL RESOURCES Tbk,PT. INTI  KENCANA PRANAJATI,Investment Fund Selling Agent,L,,,462105014,0,462105014,11.67
